hero,weapon,field,before,after,evidence,reference,originalValue,sourceField,evidenceLevel,conversionFactor
4,PistolGirl,referenceBrakeDrag,<new field>,0.36,sendou default per frame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,0.36,,reference-simulator-default,1.0
4,PistolGirl,referenceBrakeGravity,<new field>,188.70907351166954,sendou default * 3600S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,0.07,,reference-simulator-default,2695.8439073095647
4,PistolGirl,referenceFreeDrag,<new field>,0,sendou default per frame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,0,,reference-simulator-default,
4,PistolGirl,projectileGravity,18,43.13350251695304,MoveParam.FreeGravity / sendou default * 3600S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,0.016,MoveParam.FreeGravity,source-explicit,2695.8439073095647
4,PistolGirl,brakeSeconds,0.13333333333333333,0.06666666666666667,sendou default / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,4,,reference-simulator-default,0.016666666666666666
4,PistolGirl,paintDropGravity,<new field>,43.13350251695304,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,,,project-adaptation,
4,PistolGirl,paintDropLifetime,<new field>,5,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,,,project-adaptation,
4,PistolGirl,referenceFootEvery,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,,,project-adaptation,
4,PistolGirl,referenceBrakeEndSpeed,<new field>,73.18766901027583,MoveParam.GoStraightStateEndMaxSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,1.6289,MoveParam.GoStraightStateEndMaxSpeed,source-explicit,44.93073178849274
4,PistolGirl,straightSeconds,0.075,0.03333333333333333,MoveParam.GoStraightToBrakeStateFrame / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,2,MoveParam.GoStraightToBrakeStateFrame,source-explicit,0.016666666666666666
4,PistolGirl,referencePlayerRadius,<new field>,0.21342097599534052,CollisionParam.EndRadiusForPlayer * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,0.285,CollisionParam.EndRadiusForPlayer,source-explicit,0.7488455298082124
4,PistolGirl,collisionRadius,0.025,0.14976910596164247,CollisionParam.EndRadiusForField * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,0.2,CollisionParam.EndRadiusForField,source-explicit,0.7488455298082123
4,PistolGirl,motionMode,<new field>,4,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,,,project-adaptation,
4,PistolGirl,speedMin,35,181.41232266921833,MoveParam.SpawnSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,4.0376,MoveParam.SpawnSpeed,source-explicit,44.93073178849275
4,PistolGirl,speedMax,35,181.41232266921833,MoveParam.SpawnSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,4.0376,MoveParam.SpawnSpeed,source-explicit,44.93073178849275
4,PistolGirl,paintRadiusMin,0.65,1.325456587760536,PaintParam.WidthHalfFar * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,1.77,PaintParam.WidthHalfFar,source-explicit,0.7488455298082124
4,PistolGirl,paintRadiusMax,1,1.6399717102799851,PaintParam.WidthHalfNear * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,2.19,PaintParam.WidthHalfNear,source-explicit,0.7488455298082124
4,PistolGirl,paintDepthMin,<new field>,1.18,PaintParam.DepthScaleMin,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,1.18,PaintParam.DepthScaleMin,source-explicit,1.0
4,PistolGirl,paintDepthMax,<new field>,2.02,PaintParam.DepthScaleMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,2.02,PaintParam.DepthScaleMax,source-explicit,1.0
4,PistolGirl,paintDepthBreakMin,<new field>,1.01,PaintParam.DepthScaleMinBreakFree,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,1.01,PaintParam.DepthScaleMinBreakFree,source-explicit,1.0
4,PistolGirl,paintDepthBreakMax,<new field>,2.02,PaintParam.DepthScaleMaxBreakFree,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,2.02,PaintParam.DepthScaleMaxBreakFree,source-explicit,1.0
4,PistolGirl,paintDistanceMiddle,<new field>,0.8237300827890337,PaintParam.DistanceMiddle * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,1.1,PaintParam.DistanceMiddle,source-explicit,0.7488455298082124
4,PistolGirl,paintDistanceFar,<new field>,9.0,project reference range,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,,,project-adaptation,
4,PistolGirl,trailRadiusMin,0.35,1.0693514165661273,SplashPaintParam.WidthHalf * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,1.428,SplashPaintParam.WidthHalf,source-explicit,0.7488455298082124
4,PistolGirl,trailRadiusMax,0.55,1.0693514165661273,SplashPaintParam.WidthHalf * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,1.428,SplashPaintParam.WidthHalf,source-explicit,0.7488455298082124
4,PistolGirl,referenceTrailBudget,<new field>,1.5,SplashSpawnParam.SpawnNum; fractional count is project Bernoulli approximation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,1.5,SplashSpawnParam.SpawnNum,source-explicit,1.0
4,PistolGirl,trailSpacing,0.2,7.114032533178018,SplashSpawnParam.SpawnBetweenLength * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,9.5,SplashSpawnParam.SpawnBetweenLength,source-explicit,0.7488455298082124
4,PistolGirl,referenceTrailStart,<new field>,0.8611723592794442,SplashSpawnParam.SpawnNearestLength * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,1.15,SplashSpawnParam.SpawnNearestLength,source-explicit,0.7488455298082124
4,PistolGirl,referenceTrailRandomPhase,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,,,project-adaptation,
4,PistolGirl,referenceFootRadius,<new field>,1.543220867828764,SplashPaintParam.WidthHalfNearest * S; schedule is adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,2.0608,SplashPaintParam.WidthHalfNearest,source-explicit,0.7488455298082124
4,PistolGirl,trailDepthScale,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,,,project-adaptation,
4,PistolGirl,wallDropRadius,<new field>,0.48674959437533805,WallDropCollisionPaintParam.PaintRadiusFall * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,0.65,WallDropCollisionPaintParam.PaintRadiusFall,source-explicit,0.7488455298082124
4,PistolGirl,wallDropGroundRadius,<new field>,0.44930731788492745,WallDropCollisionPaintParam.PaintRadiusGround * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,0.6,WallDropCollisionPaintParam.PaintRadiusGround,source-explicit,0.7488455298082124
4,PistolGirl,wallDropSpeed,<new field>,2.6958439073095644,WallDropMoveParam.FallPeriodFirstTargetSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,0.06,WallDropMoveParam.FallPeriodFirstTargetSpeed,source-explicit,44.93073178849274
4,PistolGirl,wallDropSeconds,<new field>,1.0833333333333333,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,,,project-adaptation,
4,PistolGirl,damageReduceStartSeconds,0.16666666666666666,0.06666666666666667,DamageParam.ReduceStartFrame / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json,4,DamageParam.ReduceStartFrame,source-explicit,0.016666666666666666
5,RocketLauncherGirl,referenceRules,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,shootMoveSpeed,2.8645833333333335,2.4711902483671007,WeaponParam.MoveSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.055,WeaponParam.MoveSpeed,source-explicit,44.930731788492736
5,RocketLauncherGirl,referenceBrakeDrag,<new field>,0.36,sendou default per frame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.36,,reference-simulator-default,1.0
5,RocketLauncherGirl,referenceBrakeGravity,<new field>,188.70907351166954,sendou default * 3600S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.07,,reference-simulator-default,2695.8439073095647
5,RocketLauncherGirl,referenceFreeDrag,<new field>,0,sendou default per frame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0,,reference-simulator-default,
5,RocketLauncherGirl,projectileGravity,43.13350251695304,43.13350251695304,MoveParam.FreeGravity / sendou default * 3600S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.016,MoveParam.FreeGravity,source-explicit,2695.8439073095647
5,RocketLauncherGirl,brakeSeconds,0.06666666666666667,0.06666666666666667,sendou default / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,4,,reference-simulator-default,0.016666666666666666
5,RocketLauncherGirl,paintDropGravity,<new field>,43.13350251695304,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,paintDropLifetime,<new field>,5,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,referenceFootEvery,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,referenceBrakeEndSpeed,<new field>,50.90876565295169,MoveParam.GoStraightStateEndMaxSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,1.13305,MoveParam.GoStraightStateEndMaxSpeed,source-explicit,44.93073178849274
5,RocketLauncherGirl,straightSeconds,0.18333333333333332,0.18333333333333332,MoveParam.GoStraightToBrakeStateFrame / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,11,MoveParam.GoStraightToBrakeStateFrame,source-explicit,0.016666666666666666
5,RocketLauncherGirl,referencePlayerRadius,<new field>,0.1759786995049299,CollisionParam.EndRadiusForPlayer * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.235,CollisionParam.EndRadiusForPlayer,source-explicit,0.7488455298082124
5,RocketLauncherGirl,collisionRadius,0.14976910596164247,0.14976910596164247,CollisionParam.EndRadiusForField * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.2,CollisionParam.EndRadiusForField,source-explicit,0.7488455298082123
5,RocketLauncherGirl,paintDistanceMiddle,<new field>,0.0,PaintParam.DistanceMiddle * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.0,PaintParam.DistanceMiddle,source-explicit,
5,RocketLauncherGirl,paintDistanceFar,<new field>,11.140100017955,project reference range,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,trailRadiusMin,1.0873237092815244,1.0873237092815244,SplashPaintParam.WidthHalf * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,1.452,SplashPaintParam.WidthHalf,source-explicit,0.7488455298082124
5,RocketLauncherGirl,trailRadiusMax,1.0873237092815244,1.0873237092815244,SplashPaintParam.WidthHalf * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,1.452,SplashPaintParam.WidthHalf,source-explicit,0.7488455298082124
5,RocketLauncherGirl,referenceTrailBudget,<new field>,11.0,SplashSpawnParam.SpawnNum; fractional count is project Bernoulli approximation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,11.0,SplashSpawnParam.SpawnNum,source-explicit,1.0
5,RocketLauncherGirl,trailSpacing,1.2131297582893041,1.2131297582893041,SplashSpawnParam.SpawnBetweenLength * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,1.62,SplashSpawnParam.SpawnBetweenLength,source-explicit,0.7488455298082124
5,RocketLauncherGirl,referenceTrailStart,<new field>,0.6739609768273912,SplashSpawnParam.SpawnNearestLength * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.9,SplashSpawnParam.SpawnNearestLength,source-explicit,0.7488455298082124
5,RocketLauncherGirl,referenceTrailRandomPhase,<new field>,0,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,referenceFootRadius,<new field>,0,SplashPaintParam.WidthHalfNearest * S; schedule is adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,1.848,SplashPaintParam.WidthHalfNearest,source-explicit,0.0
5,RocketLauncherGirl,trailDepthScale,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,referenceSpreadEnabled,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,referenceBiasMin,<new field>,1e-05,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,referenceBiasMax,<new field>,1e-05,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,referenceBiasPerShot,<new field>,1e-05,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,,,project-adaptation,
5,RocketLauncherGirl,referenceJumpBias,<new field>,0.5,WeaponParam.Jump_DegBiasMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.5,WeaponParam.Jump_DegBiasMax,source-explicit,1.0
5,RocketLauncherGirl,referenceBiasRecovery,<new field>,0.0,WeaponParam.Stand_DegBiasDecrease * 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.0,WeaponParam.Stand_DegBiasDecrease,source-explicit,
5,RocketLauncherGirl,spreadDegrees,0,0.0,WeaponParam.Stand_DegSwerve,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,0.0,WeaponParam.Stand_DegSwerve,source-explicit,
5,RocketLauncherGirl,jumpSpreadDegrees,8,8.0,WeaponParam.Jump_DegSwerve,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,8.0,WeaponParam.Jump_DegSwerve,source-explicit,1.0
5,RocketLauncherGirl,referenceJumpStart,<new field>,0.6666666666666666,WeaponParam.Jump_DegBiasDecreaseStartFrame / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,40,WeaponParam.Jump_DegBiasDecreaseStartFrame,source-explicit,0.016666666666666666
5,RocketLauncherGirl,referenceJumpEnd,<new field>,1.1666666666666667,WeaponParam.Jump_DegBiasEndFrame / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,70,WeaponParam.Jump_DegBiasEndFrame,source-explicit,0.016666666666666666
5,RocketLauncherGirl,collisionExplosionPaintRadius,<new field>,1.7223447185588885,BlasterBurstParam.SplashDropPaintShotColHitRadius * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json,2.3,BlasterBurstParam.SplashDropPaintShotColHitRadius,source-explicit,0.7488455298082124
6,MachineGunGirl,referenceRules,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,,,project-adaptation,
6,MachineGunGirl,shootMoveSpeed,3.125,2.6958439073095644,WeaponParam.MoveSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.06,WeaponParam.MoveSpeed,source-explicit,44.93073178849274
6,MachineGunGirl,referenceBrakeDrag,<new field>,0.36,sendou default per frame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.36,,reference-simulator-default,1.0
6,MachineGunGirl,referenceBrakeGravity,<new field>,188.70907351166954,sendou default * 3600S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.07,,reference-simulator-default,2695.8439073095647
6,MachineGunGirl,referenceFreeDrag,<new field>,0,sendou default per frame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0,,reference-simulator-default,
6,MachineGunGirl,projectileGravity,3.5,43.13350251695304,MoveParam.FreeGravity / sendou default * 3600S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.016,MoveParam.FreeGravity,reference-simulator-default,2695.8439073095647
6,MachineGunGirl,brakeSeconds,0.13333333333333333,0.06666666666666667,sendou default / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,4,,reference-simulator-default,0.016666666666666666
6,MachineGunGirl,paintDropGravity,<new field>,43.13350251695304,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,,,project-adaptation,
6,MachineGunGirl,paintDropLifetime,<new field>,5,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,,,project-adaptation,
6,MachineGunGirl,referenceFootEvery,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,,,project-adaptation,
6,MachineGunGirl,referenceBrakeEndSpeed,<new field>,87.16561966967592,MoveParam.GoStraightStateEndMaxSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.94,MoveParam.GoStraightStateEndMaxSpeed,source-explicit,44.93073178849274
6,MachineGunGirl,straightSeconds,0,0.13333333333333333,MoveParam.GoStraightToBrakeStateFrame / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,8,MoveParam.GoStraightToBrakeStateFrame,source-explicit,0.016666666666666666
6,MachineGunGirl,referencePlayerRadius,<new field>,0.1684902442068478,CollisionParam.EndRadiusForPlayer * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.225,CollisionParam.EndRadiusForPlayer,source-explicit,0.7488455298082124
6,MachineGunGirl,collisionRadius,0.14976911,0.14976910596164247,CollisionParam.EndRadiusForField * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.2,CollisionParam.EndRadiusForField,source-explicit,0.7488455298082123
6,MachineGunGirl,paintRadiusMin,1.4377834,1.4377834172317678,PaintParam.WidthHalfFar * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.92,PaintParam.WidthHalfFar,source-explicit,0.7488455298082124
